Trade #,Strategy,Entry Time,Exit Time,Side,Entry Price,Exit Price,Position Size,P&L ($),P&L (%),Commission,Duration (hrs),Result
423,HMA_WAE_21_8h,2025-03-30 00:00:00,2025-03-30 08:00:00,Short,$83035.0517,$82770.9348,0.031697,$5.75,0.22%,$5.25,8.0,Win
424,HMA_WAE_21_8h,2025-03-30 16:00:00,2025-03-31 00:00:00,Short,$82348.7950,$81974.4768,0.031939,$9.34,0.36%,$5.24,8.0,Win
425,HMA_WAE_21_8h,2025-03-31 08:00:00,2025-03-31 16:00:00,Short,$83377.0706,$82591.2850,0.031523,$22.17,0.84%,$5.21,8.0,Win
426,HMA_WAE_21_8h,2025-04-01 00:00:00,2025-04-01 08:00:00,Short,$83403.7772,$85323.5104,0.031491,$-63.14,-2.40%,$5.37,8.0,Loss
427,HMA_WAE_21_8h,2025-04-01 16:00:00,2025-04-02 00:00:00,Short,$85115.7608,$84468.5432,0.030835,$17.35,0.66%,$5.21,8.0,Win
428,HMA_WAE_21_8h,2025-04-02 08:00:00,2025-04-02 16:00:00,Short,$86714.2912,$82557.5481,0.030246,$123.23,4.70%,$4.99,8.0,Win
429,HMA_WAE_21_8h,2025-04-03 00:00:00,2025-04-03 08:00:00,Short,$83415.0216,$82080.3297,0.031421,$39.36,1.50%,$5.16,8.0,Win
430,HMA_WAE_21_8h,2025-04-03 16:00:00,2025-04-04 00:00:00,Short,$83171.4835,$84034.8464,0.031491,$-29.83,-1.14%,$5.29,8.0,Loss
431,HMA_WAE_21_8h,2025-04-04 08:00:00,2025-04-04 16:00:00,Short,$82818.5700,$83931.8149,0.031603,$-37.83,-1.45%,$5.30,8.0,Loss
432,HMA_WAE_21_8h,2025-04-05 00:00:00,2025-04-05 08:00:00,Short,$83483.5773,$82659.5691,0.031329,$23.23,0.89%,$5.18,8.0,Win
433,HMA_WAE_21_8h,2025-04-05 16:00:00,2025-04-06 00:00:00,Short,$83496.2210,$83066.4725,0.031302,$10.85,0.42%,$5.20,8.0,Win
434,HMA_WAE_21_8h,2025-04-06 08:00:00,2025-04-06 16:00:00,Short,$82507.0858,$78469.2150,0.031656,$125.34,4.80%,$4.97,8.0,Win
435,HMA_WAE_21_8h,2025-04-07 00:00:00,2025-04-07 08:00:00,Short,$75088.4470,$78519.1399,0.034759,$-121.98,-4.67%,$5.46,8.0,Loss
436,HMA_WAE_21_8h,2025-04-07 16:00:00,2025-04-08 00:00:00,Short,$79123.6584,$79535.7480,0.032963,$-16.21,-0.62%,$5.24,8.0,Loss
437,HMA_WAE_21_8h,2025-04-08 08:00:00,2025-04-08 16:00:00,Short,$78458.7410,$76360.5812,0.033219,$67.16,2.58%,$5.07,8.0,Win
438,HMA_WAE_21_8h,2025-04-09 00:00:00,2025-04-09 08:00:00,Short,$77655.2729,$77296.6290,0.033540,$9.44,0.36%,$5.19,8.0,Win
439,HMA_WAE_21_8h,2025-04-09 16:00:00,2025-04-10 00:00:00,Short,$82573.9124,$81636.6079,0.031520,$26.97,1.04%,$5.15,8.0,Win
440,HMA_WAE_21_8h,2025-04-10 08:00:00,2025-04-10 16:00:00,Short,$78717.6215,$79647.1037,0.033041,$-33.34,-1.28%,$5.26,8.0,Loss
441,HMA_WAE_21_8h,2025-04-11 00:00:00,2025-04-11 08:00:00,Short,$81226.1266,$82563.0009,0.031998,$-45.42,-1.75%,$5.28,8.0,Loss
442,HMA_WAE_21_8h,2025-04-11 16:00:00,2025-04-12 00:00:00,Short,$83382.1281,$83766.7825,0.031149,$-14.59,-0.56%,$5.22,8.0,Loss
443,HMA_WAE_21_8h,2025-04-12 08:00:00,2025-04-12 16:00:00,Short,$84965.8958,$85319.5384,0.030547,$-13.41,-0.52%,$5.21,8.0,Loss
444,HMA_WAE_21_8h,2025-04-13 00:00:00,2025-04-13 08:00:00,Short,$84370.8935,$83891.5848,0.030740,$12.16,0.47%,$5.16,8.0,Win
445,HMA_WAE_21_8h,2025-04-13 16:00:00,2025-04-14 00:00:00,Short,$83718.1200,$84623.0504,0.030959,$-30.64,-1.18%,$5.24,8.0,Loss
446,HMA_WAE_21_8h,2025-04-14 08:00:00,2025-04-14 16:00:00,Short,$84059.1094,$84633.8758,0.030811,$-20.32,-0.78%,$5.22,8.0,Loss
447,HMA_WAE_21_8h,2025-04-15 00:00:00,2025-04-15 08:00:00,Short,$85673.9116,$84960.5991,0.030209,$18.98,0.73%,$5.13,8.0,Win
448,HMA_WAE_21_8h,2025-04-15 16:00:00,2025-04-16 00:00:00,Short,$83602.1680,$83404.8516,0.030936,$3.52,0.14%,$5.16,8.0,Win
449,HMA_WAE_21_8h,2025-04-16 08:00:00,2025-04-16 16:00:00,Short,$84804.1567,$84072.3952,0.030477,$19.74,0.76%,$5.12,8.0,Win
450,HMA_WAE_21_8h,2025-04-17 00:00:00,2025-04-17 08:00:00,Short,$84627.6450,$84573.9759,0.030519,$-0.94,-0.04%,$5.16,8.0,Loss
451,HMA_WAE_21_8h,2025-04-17 16:00:00,2025-04-18 00:00:00,Short,$84905.4360,$84697.0073,0.030398,$3.76,0.15%,$5.15,8.0,Win
452,HMA_WAE_21_8h,2025-04-18 08:00:00,2025-04-18 16:00:00,Short,$84332.4027,$84516.9273,0.030583,$-8.23,-0.32%,$5.17,8.0,Loss
453,HMA_WAE_21_8h,2025-04-19 00:00:00,2025-04-19 08:00:00,Short,$85174.7813,$85233.7856,0.030259,$-4.36,-0.17%,$5.16,8.0,Loss
454,HMA_WAE_21_8h,2025-04-19 16:00:00,2025-04-20 00:00:00,Short,$85034.4715,$84826.4020,0.030288,$3.73,0.14%,$5.14,8.0,Win
455,HMA_WAE_21_8h,2025-04-20 08:00:00,2025-04-20 16:00:00,Short,$84302.4877,$85221.8296,0.030530,$-30.67,-1.19%,$5.20,8.0,Loss
456,HMA_WAE_21_8h,2025-04-21 00:00:00,2025-04-21 08:00:00,Short,$87391.0626,$88088.8224,0.029430,$-23.13,-0.90%,$5.18,8.0,Loss
457,HMA_WAE_21_8h,2025-04-21 16:00:00,2025-04-22 00:00:00,Short,$87472.4719,$88521.0684,0.029382,$-33.41,-1.30%,$5.20,8.0,Loss
458,HMA_WAE_21_8h,2025-04-22 08:00:00,2025-04-22 16:00:00,Short,$90889.1427,$93489.7115,0.028257,$-76.13,-2.96%,$5.28,8.0,Loss
459,HMA_WAE_21_8h,2025-04-23 00:00:00,2025-04-23 08:00:00,Short,$94086.7531,$93241.8776,0.027278,$20.50,0.80%,$5.09,8.0,Win
460,HMA_WAE_21_8h,2025-04-23 16:00:00,2025-04-24 00:00:00,Short,$93644.2345,$92249.6518,0.027388,$35.67,1.39%,$5.05,8.0,Win
461,HMA_WAE_21_8h,2025-04-24 08:00:00,2025-04-24 16:00:00,Short,$93155.9087,$94027.4602,0.027512,$-26.56,-1.04%,$5.17,8.0,Loss
462,HMA_WAE_21_8h,2025-04-25 00:00:00,2025-04-25 08:00:00,Short,$93725.3739,$95108.7506,0.027326,$-40.40,-1.58%,$5.20,8.0,Loss
463,HMA_WAE_21_8h,2025-04-25 16:00:00,2025-04-26 00:00:00,Short,$94591.3607,$94617.5952,0.027056,$-3.27,-0.13%,$5.12,8.0,Loss
464,HMA_WAE_21_8h,2025-04-26 08:00:00,2025-04-26 16:00:00,Short,$94326.0534,$94675.3140,0.027113,$-12.04,-0.47%,$5.13,8.0,Loss
465,HMA_WAE_21_8h,2025-04-27 00:00:00,2025-04-27 08:00:00,Short,$94018.9470,$93948.0305,0.027183,$-0.63,-0.02%,$5.11,8.0,Loss
466,HMA_WAE_21_8h,2025-04-27 16:00:00,2025-04-28 00:00:00,Short,$93702.4254,$94739.8362,0.027256,$-30.86,-1.21%,$5.16,8.0,Loss
467,HMA_WAE_21_8h,2025-04-28 08:00:00,2025-04-28 16:00:00,Short,$93786.5932,$95058.6856,0.027212,$-37.20,-1.46%,$5.17,8.0,Loss
468,HMA_WAE_21_8h,2025-04-29 00:00:00,2025-04-29 08:00:00,Short,$94870.1512,$94890.5216,0.026882,$-3.10,-0.12%,$5.10,8.0,Loss
469,HMA_WAE_21_8h,2025-04-29 16:00:00,2025-04-30 00:00:00,Short,$94209.6916,$94668.3005,0.027052,$-14.97,-0.59%,$5.12,8.0,Loss
470,HMA_WAE_21_8h,2025-04-30 08:00:00,2025-04-30 16:00:00,Short,$93957.6277,$94219.0860,0.027105,$-9.64,-0.38%,$5.11,8.0,Loss
471,HMA_WAE_21_8h,2025-05-01 00:00:00,2025-05-01 08:00:00,Short,$94978.3271,$96902.7271,0.026795,$-54.16,-2.13%,$5.19,8.0,Loss
472,HMA_WAE_21_8h,2025-05-01 16:00:00,2025-05-02 00:00:00,Short,$96441.6650,$96398.1750,0.026370,$-1.40,-0.05%,$5.08,8.0,Loss
473,HMA_WAE_21_8h,2025-05-02 08:00:00,2025-05-02 16:00:00,Short,$97281.5249,$96935.5836,0.026124,$6.51,0.26%,$5.06,8.0,Win
474,HMA_WAE_21_8h,2025-05-03 00:00:00,2025-05-03 08:00:00,Short,$96274.5187,$96466.8893,0.026379,$-7.62,-0.30%,$5.09,8.0,Loss
475,HMA_WAE_21_8h,2025-05-03 16:00:00,2025-05-04 00:00:00,Short,$95808.4918,$95927.9300,0.026489,$-5.70,-0.22%,$5.08,8.0,Loss
476,HMA_WAE_21_8h,2025-05-04 08:00:00,2025-05-04 16:00:00,Short,$95419.8662,$94324.7588,0.026578,$26.60,1.05%,$5.01,8.0,Win
477,HMA_WAE_21_8h,2025-05-05 00:00:00,2025-05-05 08:00:00,Short,$94714.5290,$93817.1952,0.026757,$21.50,0.85%,$5.02,8.0,Win
478,HMA_WAE_21_8h,2025-05-05 16:00:00,2025-05-06 00:00:00,Short,$94686.3132,$94448.1905,0.026747,$3.84,0.15%,$5.05,8.0,Win
479,HMA_WAE_21_8h,2025-05-06 08:00:00,2025-05-06 16:00:00,Short,$94511.6705,$96882.4370,0.026777,$-66.08,-2.61%,$5.19,8.0,Loss
480,HMA_WAE_21_8h,2025-05-07 00:00:00,2025-05-07 08:00:00,Short,$96946.3226,$96972.3720,0.026086,$-3.21,-0.13%,$5.06,8.0,Loss
481,HMA_WAE_21_8h,2025-05-07 16:00:00,2025-05-08 00:00:00,Short,$96981.9848,$99301.9662,0.026059,$-63.04,-2.49%,$5.18,8.0,Loss
482,HMA_WAE_21_8h,2025-05-08 08:00:00,2025-05-08 16:00:00,Short,$100707.7010,$103313.2308,0.025077,$-67.93,-2.69%,$5.18,8.0,Loss
483,HMA_WAE_21_8h,2025-05-09 00:00:00,2025-05-09 08:00:00,Short,$103576.9556,$102947.4380,0.024365,$12.83,0.51%,$5.02,8.0,Win
484,HMA_WAE_21_8h,2025-05-09 16:00:00,2025-05-10 00:00:00,Short,$102920.5040,$103811.5899,0.024503,$-24.38,-0.97%,$5.09,8.0,Loss
485,HMA_WAE_21_8h,2025-05-10 08:00:00,2025-05-10 16:00:00,Short,$103087.2006,$104861.9348,0.024446,$-45.95,-1.82%,$5.13,8.0,Loss
486,HMA_WAE_21_8h,2025-05-11 00:00:00,2025-05-11 08:00:00,Short,$103333.7773,$104202.0750,0.024371,$-23.70,-0.94%,$5.08,8.0,Loss
487,HMA_WAE_21_8h,2025-05-11 16:00:00,2025-05-12 00:00:00,Short,$104065.9410,$104520.2240,0.024182,$-13.51,-0.54%,$5.06,8.0,Loss
488,HMA_WAE_21_8h,2025-05-12 08:00:00,2025-05-12 16:00:00,Short,$102475.9964,$102842.7157,0.024540,$-11.52,-0.46%,$5.05,8.0,Loss
489,HMA_WAE_21_8h,2025-05-13 00:00:00,2025-05-13 08:00:00,Short,$102614.1672,$103734.3913,0.024490,$-29.97,-1.19%,$5.08,8.0,Loss
490,HMA_WAE_21_8h,2025-05-13 16:00:00,2025-05-14 00:00:00,Short,$104051.6681,$103768.4083,0.024135,$4.33,0.17%,$5.01,8.0,Win
491,HMA_WAE_21_8h,2025-05-14 08:00:00,2025-05-14 16:00:00,Short,$103462.4829,$103559.5739,0.024255,$-4.87,-0.19%,$5.02,8.0,Loss
492,HMA_WAE_21_8h,2025-05-15 00:00:00,2025-05-15 08:00:00,Short,$101729.1000,$103302.9757,0.024651,$-41.34,-1.65%,$5.09,8.0,Loss
493,HMA_WAE_21_8h,2025-05-15 16:00:00,2025-05-16 00:00:00,Short,$103711.8281,$103762.0251,0.024163,$-3.72,-0.15%,$5.01,8.0,Loss
494,HMA_WAE_21_8h,2025-05-16 08:00:00,2025-05-16 16:00:00,Short,$104131.2383,$103515.6319,0.024049,$12.32,0.49%,$4.98,8.0,Win
495,HMA_WAE_21_8h,2025-05-17 00:00:00,2025-05-17 08:00:00,Short,$103399.4144,$102990.9998,0.024202,$7.39,0.30%,$4.99,8.0,Win
496,HMA_WAE_21_8h,2025-05-17 16:00:00,2025-05-18 00:00:00,Short,$103075.0867,$103971.3497,0.024261,$-24.27,-0.97%,$5.04,8.0,Loss
497,HMA_WAE_21_8h,2025-05-18 08:00:00,2025-05-18 16:00:00,Short,$105465.2410,$106507.4871,0.023695,$-27.22,-1.09%,$5.05,8.0,Loss
498,HMA_WAE_21_8h,2025-05-19 00:00:00,2025-05-19 08:00:00,Short,$103174.6769,$104838.8032,0.024204,$-42.82,-1.71%,$5.07,8.0,Loss
499,HMA_WAE_21_8h,2025-05-19 16:00:00,2025-05-20 00:00:00,Short,$105520.9531,$105074.2209,0.023649,$8.08,0.32%,$4.97,8.0,Win
500,HMA_WAE_21_8h,2025-05-20 08:00:00,2025-05-20 16:00:00,Short,$105281.0132,$106903.4150,0.023686,$-40.96,-1.64%,$5.06,8.0,Loss
501,HMA_WAE_21_8h,2025-05-21 00:00:00,2025-05-21 08:00:00,Short,$106473.8964,$109027.8367,0.023404,$-62.32,-2.50%,$5.10,8.0,Loss
502,HMA_WAE_21_8h,2025-05-21 16:00:00,2025-05-22 00:00:00,Short,$109589.1680,$111100.9727,0.022723,$-36.88,-1.48%,$5.05,8.0,Loss
503,HMA_WAE_21_8h,2025-05-22 08:00:00,2025-05-22 16:00:00,Short,$111235.2146,$111752.0581,0.022371,$-14.06,-0.57%,$5.00,8.0,Loss
504,HMA_WAE_21_8h,2025-05-23 00:00:00,2025-05-23 08:00:00,Short,$110660.0623,$108994.4700,0.022471,$34.98,1.41%,$4.90,8.0,Win
505,HMA_WAE_21_8h,2025-05-23 16:00:00,2025-05-24 00:00:00,Short,$107264.6409,$107641.5439,0.023167,$-11.23,-0.45%,$4.99,8.0,Loss
506,HMA_WAE_21_8h,2025-05-24 08:00:00,2025-05-24 16:00:00,Short,$108875.2352,$107815.7910,0.022808,$21.70,0.87%,$4.92,8.0,Win
507,HMA_WAE_21_8h,2025-05-25 00:00:00,2025-05-25 08:00:00,Short,$107627.9691,$107021.4540,0.023056,$11.52,0.46%,$4.94,8.0,Win
508,HMA_WAE_21_8h,2025-05-25 16:00:00,2025-05-26 00:00:00,Short,$108949.6879,$110149.6673,0.022761,$-29.82,-1.20%,$5.01,8.0,Loss
509,HMA_WAE_21_8h,2025-05-26 08:00:00,2025-05-26 16:00:00,Short,$109954.8151,$109489.5074,0.022537,$8.02,0.32%,$4.94,8.0,Win
510,HMA_WAE_21_8h,2025-05-27 00:00:00,2025-05-27 08:00:00,Short,$109492.3864,$110195.1801,0.022616,$-18.39,-0.74%,$4.98,8.0,Loss
511,HMA_WAE_21_8h,2025-05-27 16:00:00,2025-05-28 00:00:00,Short,$108883.7009,$108870.8482,0.022726,$-2.18,-0.09%,$4.95,8.0,Loss
512,HMA_WAE_21_8h,2025-05-28 08:00:00,2025-05-28 16:00:00,Short,$107053.7563,$107835.6709,0.023099,$-20.55,-0.83%,$4.98,8.0,Loss
513,HMA_WAE_21_8h,2025-05-29 00:00:00,2025-05-29 08:00:00,Short,$107826.7796,$107073.3999,0.022917,$14.81,0.60%,$4.91,8.0,Win
514,HMA_WAE_21_8h,2025-05-29 16:00:00,2025-05-30 00:00:00,Short,$105536.9551,$105080.5340,0.023398,$8.22,0.33%,$4.92,8.0,Win
515,HMA_WAE_21_8h,2025-05-30 08:00:00,2025-05-30 16:00:00,Short,$105490.2285,$104037.4727,0.023392,$31.55,1.28%,$4.87,8.0,Win
516,HMA_WAE_21_8h,2025-05-31 00:00:00,2025-05-31 08:00:00,Short,$103695.1465,$104608.3580,0.023780,$-24.20,-0.98%,$4.98,8.0,Loss
517,HMA_WAE_21_8h,2025-05-31 16:00:00,2025-06-01 00:00:00,Short,$104539.5841,$104328.0880,0.023572,$2.53,0.10%,$4.92,8.0,Win
518,HMA_WAE_21_8h,2025-06-01 08:00:00,2025-06-01 16:00:00,Short,$104662.7425,$105695.7515,0.023528,$-26.79,-1.09%,$4.97,8.0,Loss
519,HMA_WAE_21_8h,2025-06-02 00:00:00,2025-06-02 08:00:00,Short,$105334.9762,$104491.0094,0.023361,$17.27,0.70%,$4.88,8.0,Win
520,HMA_WAE_21_8h,2025-06-02 16:00:00,2025-06-03 00:00:00,Short,$105805.0610,$105223.3354,0.023241,$11.07,0.45%,$4.89,8.0,Win
521,HMA_WAE_21_8h,2025-06-03 08:00:00,2025-06-03 16:00:00,Short,$106557.3547,$105429.5784,0.023061,$23.58,0.96%,$4.86,8.0,Win
522,HMA_WAE_21_8h,2025-06-04 00:00:00,2025-06-04 08:00:00,Short,$105268.0896,$105350.9191,0.023327,$-4.39,-0.18%,$4.92,8.0,Loss
523,HMA_WAE_21_8h,2025-06-04 16:00:00,2025-06-05 00:00:00,Short,$104644.5116,$104570.3090,0.023450,$-0.71,-0.03%,$4.90,8.0,Loss
524,HMA_WAE_21_8h,2025-06-05 08:00:00,2025-06-05 16:00:00,Short,$104479.2243,$101559.4343,0.023470,$66.14,2.70%,$4.77,8.0,Win
525,HMA_WAE_21_8h,2025-06-06 00:00:00,2025-06-06 00:00:00,Short,$103098.8648,$103202.0152,0.023768,$-4.90,-0.20%,$4.91,0.0,Loss
