Trade #,Strategy,Entry Time,Exit Time,Side,Entry Price,Exit Price,Position Size,P&L ($),P&L (%),Commission,Duration (hrs),Result
263,HMA_WAE_21_8h,2024-12-13 00:00:00,2024-12-13 08:00:00,Short,$100079.9350,$99923.0966,0.029267,$1.67,0.06%,$5.85,8.0,Win
264,HMA_WAE_21_8h,2024-12-13 16:00:00,2024-12-14 00:00:00,Short,$101373.5379,$101874.9120,0.028874,$-17.42,-0.60%,$5.88,8.0,Loss
265,HMA_WAE_21_8h,2024-12-14 08:00:00,2024-12-14 16:00:00,Short,$101574.3074,$101470.7100,0.028796,$0.06,0.00%,$5.84,8.0,Win
266,HMA_WAE_21_8h,2024-12-15 00:00:00,2024-12-15 08:00:00,Short,$101681.2240,$102755.3620,0.028746,$-33.83,-1.16%,$5.91,8.0,Loss
267,HMA_WAE_21_8h,2024-12-15 16:00:00,2024-12-16 00:00:00,Short,$104411.7580,$105045.2864,0.027974,$-20.66,-0.71%,$5.88,8.0,Loss
268,HMA_WAE_21_8h,2024-12-16 08:00:00,2024-12-16 16:00:00,Short,$106278.8440,$106111.6893,0.027464,$1.68,0.06%,$5.83,8.0,Win
269,HMA_WAE_21_8h,2024-12-17 00:00:00,2024-12-17 08:00:00,Short,$106752.3471,$106531.7092,0.027323,$3.12,0.11%,$5.82,8.0,Win
270,HMA_WAE_21_8h,2024-12-17 16:00:00,2024-12-18 00:00:00,Short,$106080.6731,$104302.8754,0.027477,$45.98,1.58%,$5.73,8.0,Win
271,HMA_WAE_21_8h,2024-12-18 08:00:00,2024-12-18 16:00:00,Short,$104376.3257,$100254.1120,0.027906,$112.24,3.85%,$5.60,8.0,Win
272,HMA_WAE_21_8h,2024-12-19 00:00:00,2024-12-19 08:00:00,Short,$101605.7417,$100730.1999,0.028647,$22.20,0.76%,$5.77,8.0,Win
273,HMA_WAE_21_8h,2024-12-19 16:00:00,2024-12-20 00:00:00,Short,$97413.1291,$97881.4463,0.029859,$-16.91,-0.58%,$5.85,8.0,Loss
274,HMA_WAE_21_8h,2024-12-20 08:00:00,2024-12-20 16:00:00,Short,$96943.1242,$97854.3427,0.029983,$-30.26,-1.04%,$5.87,8.0,Loss
275,HMA_WAE_21_8h,2024-12-21 00:00:00,2024-12-21 08:00:00,Short,$98990.4800,$97576.7340,0.029342,$38.62,1.33%,$5.73,8.0,Win
276,HMA_WAE_21_8h,2024-12-21 16:00:00,2024-12-22 00:00:00,Short,$97243.3440,$96258.3451,0.029849,$26.53,0.91%,$5.75,8.0,Win
277,HMA_WAE_21_8h,2024-12-22 08:00:00,2024-12-22 16:00:00,Short,$95330.0311,$95233.8631,0.030427,$0.03,0.00%,$5.80,8.0,Win
278,HMA_WAE_21_8h,2024-12-23 00:00:00,2024-12-23 08:00:00,Short,$95356.3080,$93296.9952,0.030397,$59.76,2.06%,$5.67,8.0,Win
279,HMA_WAE_21_8h,2024-12-23 16:00:00,2024-12-24 00:00:00,Short,$94834.0293,$94280.3066,0.030543,$14.03,0.48%,$5.76,8.0,Win
280,HMA_WAE_21_8h,2024-12-24 08:00:00,2024-12-24 16:00:00,Short,$98250.8500,$98712.9118,0.029460,$-16.52,-0.57%,$5.82,8.0,Loss
281,HMA_WAE_21_8h,2024-12-25 00:00:00,2024-12-25 08:00:00,Short,$98035.2878,$98569.2400,0.029504,$-18.66,-0.65%,$5.82,8.0,Loss
282,HMA_WAE_21_8h,2024-12-25 16:00:00,2024-12-26 00:00:00,Short,$99379.8852,$97768.8500,0.029085,$44.01,1.52%,$5.69,8.0,Win
283,HMA_WAE_21_8h,2024-12-26 08:00:00,2024-12-26 16:00:00,Short,$95994.8586,$95839.4958,0.030090,$1.79,0.06%,$5.77,8.0,Win
284,HMA_WAE_21_8h,2024-12-27 00:00:00,2024-12-27 08:00:00,Short,$95057.2076,$94621.0369,0.030365,$10.37,0.36%,$5.75,8.0,Win
285,HMA_WAE_21_8h,2024-12-27 16:00:00,2024-12-28 00:00:00,Short,$94251.8805,$94429.1810,0.030603,$-8.32,-0.29%,$5.78,8.0,Loss
286,HMA_WAE_21_8h,2024-12-28 08:00:00,2024-12-28 16:00:00,Short,$94400.0664,$95347.6500,0.030534,$-31.84,-1.10%,$5.82,8.0,Loss
287,HMA_WAE_21_8h,2024-12-29 00:00:00,2024-12-29 08:00:00,Short,$95224.4040,$94558.3756,0.030248,$17.29,0.60%,$5.72,8.0,Win
288,HMA_WAE_21_8h,2024-12-29 16:00:00,2024-12-30 00:00:00,Short,$93691.3309,$93778.5158,0.030722,$-5.56,-0.19%,$5.76,8.0,Loss
289,HMA_WAE_21_8h,2024-12-30 08:00:00,2024-12-30 16:00:00,Short,$92084.1449,$92838.4460,0.031236,$-26.46,-0.92%,$5.80,8.0,Loss
290,HMA_WAE_21_8h,2024-12-31 00:00:00,2024-12-31 08:00:00,Short,$92814.3196,$95459.7060,0.030969,$-84.88,-2.95%,$5.91,8.0,Loss
291,HMA_WAE_21_8h,2024-12-31 16:00:00,2025-01-01 00:00:00,Short,$93529.2120,$93730.9420,0.030710,$-9.07,-0.32%,$5.76,8.0,Loss
292,HMA_WAE_21_8h,2025-01-01 08:00:00,2025-01-01 16:00:00,Short,$94385.7235,$94639.0859,0.030410,$-10.58,-0.37%,$5.76,8.0,Loss
293,HMA_WAE_21_8h,2025-01-02 00:00:00,2025-01-02 08:00:00,Short,$95774.0890,$96503.2375,0.029948,$-24.73,-0.86%,$5.78,8.0,Loss
294,HMA_WAE_21_8h,2025-01-02 16:00:00,2025-01-03 00:00:00,Short,$96936.2976,$96352.1520,0.029568,$14.42,0.50%,$5.70,8.0,Win
295,HMA_WAE_21_8h,2025-01-03 08:00:00,2025-01-03 16:00:00,Short,$97472.5893,$98223.2671,0.029385,$-24.95,-0.87%,$5.77,8.0,Loss
296,HMA_WAE_21_8h,2025-01-04 00:00:00,2025-01-04 08:00:00,Short,$98222.7441,$97706.7690,0.029140,$12.19,0.43%,$5.69,8.0,Win
297,HMA_WAE_21_8h,2025-01-04 16:00:00,2025-01-05 00:00:00,Short,$98171.3898,$98317.9044,0.029135,$-7.13,-0.25%,$5.73,8.0,Loss
298,HMA_WAE_21_8h,2025-01-05 08:00:00,2025-01-05 16:00:00,Short,$97979.9655,$98412.7918,0.029172,$-15.50,-0.54%,$5.74,8.0,Loss
299,HMA_WAE_21_8h,2025-01-06 00:00:00,2025-01-06 08:00:00,Short,$99269.0406,$102199.0240,0.028773,$-87.24,-3.05%,$5.88,8.0,Loss
300,HMA_WAE_21_8h,2025-01-06 16:00:00,2025-01-07 00:00:00,Short,$102184.4822,$101715.6424,0.027932,$10.25,0.36%,$5.68,8.0,Win
301,HMA_WAE_21_8h,2025-01-07 08:00:00,2025-01-07 16:00:00,Short,$97903.2839,$97003.0873,0.029133,$23.40,0.82%,$5.65,8.0,Win
302,HMA_WAE_21_8h,2025-01-08 00:00:00,2025-01-08 08:00:00,Short,$95609.2615,$95541.5169,0.029811,$-0.83,-0.03%,$5.70,8.0,Loss
303,HMA_WAE_21_8h,2025-01-08 16:00:00,2025-01-09 00:00:00,Short,$95013.0797,$93268.2008,0.029977,$49.51,1.74%,$5.59,8.0,Win
304,HMA_WAE_21_8h,2025-01-09 08:00:00,2025-01-09 16:00:00,Short,$94196.8980,$92598.7662,0.030216,$45.49,1.60%,$5.60,8.0,Win
305,HMA_WAE_21_8h,2025-01-10 00:00:00,2025-01-10 08:00:00,Short,$94445.3837,$93777.7855,0.030116,$17.28,0.61%,$5.65,8.0,Win
306,HMA_WAE_21_8h,2025-01-10 16:00:00,2025-01-11 00:00:00,Short,$94678.7469,$94293.4832,0.030020,$8.74,0.31%,$5.66,8.0,Win
307,HMA_WAE_21_8h,2025-01-11 08:00:00,2025-01-11 16:00:00,Short,$94363.0549,$94647.2900,0.030100,$-11.40,-0.40%,$5.70,8.0,Loss
308,HMA_WAE_21_8h,2025-01-12 00:00:00,2025-01-12 08:00:00,Short,$94276.6881,$95119.4359,0.030106,$-28.24,-0.99%,$5.73,8.0,Loss
309,HMA_WAE_21_8h,2025-01-12 16:00:00,2025-01-13 00:00:00,Short,$94497.7875,$93637.0351,0.030015,$23.02,0.81%,$5.62,8.0,Win
310,HMA_WAE_21_8h,2025-01-13 08:00:00,2025-01-13 16:00:00,Short,$92077.6881,$94583.3681,0.030782,$-80.04,-2.82%,$5.82,8.0,Loss
311,HMA_WAE_21_8h,2025-01-14 00:00:00,2025-01-14 08:00:00,Short,$94816.5680,$96519.8858,0.029872,$-53.76,-1.90%,$5.77,8.0,Loss
312,HMA_WAE_21_8h,2025-01-14 16:00:00,2025-01-15 00:00:00,Short,$96512.5796,$97350.0007,0.029326,$-27.41,-0.97%,$5.71,8.0,Loss
313,HMA_WAE_21_8h,2025-01-15 08:00:00,2025-01-15 16:00:00,Short,$98942.9238,$100547.5987,0.028586,$-48.75,-1.72%,$5.75,8.0,Loss
314,HMA_WAE_21_8h,2025-01-16 00:00:00,2025-01-16 08:00:00,Short,$99750.0900,$99345.8181,0.028334,$8.64,0.31%,$5.63,8.0,Win
315,HMA_WAE_21_8h,2025-01-16 16:00:00,2025-01-17 00:00:00,Short,$99937.3064,$101491.2202,0.028262,$-46.78,-1.66%,$5.74,8.0,Loss
316,HMA_WAE_21_8h,2025-01-17 08:00:00,2025-01-17 16:00:00,Short,$103948.0000,$104129.5187,0.027152,$-7.76,-0.27%,$5.65,8.0,Loss
317,HMA_WAE_21_8h,2025-01-18 00:00:00,2025-01-18 08:00:00,Short,$102770.3391,$104621.2445,0.027444,$-53.67,-1.90%,$5.74,8.0,Loss
318,HMA_WAE_21_8h,2025-01-18 16:00:00,2025-01-19 00:00:00,Short,$104503.9519,$105219.7036,0.026970,$-22.14,-0.79%,$5.68,8.0,Loss
319,HMA_WAE_21_8h,2025-01-19 08:00:00,2025-01-19 16:00:00,Short,$104883.8818,$101382.2358,0.026853,$91.31,3.24%,$5.44,8.0,Win
320,HMA_WAE_21_8h,2025-01-20 00:00:00,2025-01-20 08:00:00,Short,$107067.0897,$105010.4690,0.026287,$51.30,1.82%,$5.52,8.0,Win
321,HMA_WAE_21_8h,2025-01-20 16:00:00,2025-01-21 00:00:00,Short,$102208.8800,$102040.0445,0.027518,$1.84,0.07%,$5.62,8.0,Win
322,HMA_WAE_21_8h,2025-01-21 08:00:00,2025-01-21 16:00:00,Short,$103891.0285,$106196.8919,0.027053,$-65.25,-2.32%,$5.75,8.0,Loss
323,HMA_WAE_21_8h,2025-01-22 00:00:00,2025-01-22 08:00:00,Short,$105032.2276,$104232.1000,0.026740,$18.61,0.66%,$5.57,8.0,Win
324,HMA_WAE_21_8h,2025-01-22 16:00:00,2025-01-23 00:00:00,Short,$103654.8067,$102761.6251,0.027077,$21.40,0.76%,$5.56,8.0,Win
325,HMA_WAE_21_8h,2025-01-23 08:00:00,2025-01-23 16:00:00,Short,$105210.8882,$103962.2952,0.026658,$30.51,1.09%,$5.54,8.0,Win
326,HMA_WAE_21_8h,2025-01-24 00:00:00,2025-01-24 08:00:00,Short,$104994.2766,$105912.9100,0.026694,$-27.35,-0.98%,$5.65,8.0,Loss
327,HMA_WAE_21_8h,2025-01-24 16:00:00,2025-01-25 00:00:00,Short,$104818.0648,$104438.1730,0.026720,$7.36,0.26%,$5.58,8.0,Win
328,HMA_WAE_21_8h,2025-01-25 08:00:00,2025-01-25 16:00:00,Short,$104845.3411,$104799.2234,0.026695,$-1.57,-0.06%,$5.60,8.0,Loss
329,HMA_WAE_21_8h,2025-01-26 00:00:00,2025-01-26 08:00:00,Short,$104945.8508,$105019.4935,0.026651,$-4.76,-0.17%,$5.60,8.0,Loss
330,HMA_WAE_21_8h,2025-01-26 16:00:00,2025-01-27 00:00:00,Short,$102568.6900,$99097.5440,0.027249,$91.89,3.29%,$5.40,8.0,Win
331,HMA_WAE_21_8h,2025-01-27 08:00:00,2025-01-27 16:00:00,Short,$101061.4740,$102133.8714,0.027636,$-32.46,-1.16%,$5.65,8.0,Loss
332,HMA_WAE_21_8h,2025-01-28 00:00:00,2025-01-28 08:00:00,Short,$102738.3251,$102829.3790,0.027166,$-5.27,-0.19%,$5.59,8.0,Loss
333,HMA_WAE_21_8h,2025-01-28 16:00:00,2025-01-29 00:00:00,Short,$101284.8522,$102807.1979,0.027537,$-44.75,-1.60%,$5.66,8.0,Loss
334,HMA_WAE_21_8h,2025-01-29 08:00:00,2025-01-29 16:00:00,Short,$101929.7896,$103785.1066,0.027343,$-53.57,-1.92%,$5.68,8.0,Loss
335,HMA_WAE_21_8h,2025-01-30 00:00:00,2025-01-30 08:00:00,Short,$105079.5040,$105616.7820,0.026505,$-17.04,-0.61%,$5.60,8.0,Loss
336,HMA_WAE_21_8h,2025-01-30 16:00:00,2025-01-31 00:00:00,Short,$104670.5785,$104240.6543,0.026590,$8.66,0.31%,$5.54,8.0,Win
337,HMA_WAE_21_8h,2025-01-31 08:00:00,2025-01-31 16:00:00,Short,$105411.2780,$102480.7748,0.026385,$74.62,2.68%,$5.41,8.0,Win
338,HMA_WAE_21_8h,2025-02-01 00:00:00,2025-02-01 08:00:00,Short,$102115.4068,$102124.9269,0.027217,$-3.04,-0.11%,$5.56,8.0,Loss
339,HMA_WAE_21_8h,2025-02-01 16:00:00,2025-02-02 00:00:00,Short,$100585.3322,$99693.1217,0.027612,$21.88,0.79%,$5.51,8.0,Win
340,HMA_WAE_21_8h,2025-02-02 08:00:00,2025-02-02 16:00:00,Short,$99297.1966,$97749.4403,0.027951,$40.53,1.46%,$5.46,8.0,Win
341,HMA_WAE_21_8h,2025-02-03 00:00:00,2025-02-03 08:00:00,Short,$95285.3435,$98891.4210,0.029107,$-107.84,-3.89%,$5.76,8.0,Loss
342,HMA_WAE_21_8h,2025-02-03 16:00:00,2025-02-04 00:00:00,Short,$101277.8557,$98497.2440,0.027366,$73.40,2.65%,$5.39,8.0,Win
343,HMA_WAE_21_8h,2025-02-04 08:00:00,2025-02-04 16:00:00,Short,$99297.5164,$97812.0116,0.027892,$38.71,1.40%,$5.46,8.0,Win
344,HMA_WAE_21_8h,2025-02-05 00:00:00,2025-02-05 08:00:00,Short,$97815.4978,$98165.2981,0.028295,$-12.68,-0.46%,$5.56,8.0,Loss
345,HMA_WAE_21_8h,2025-02-05 16:00:00,2025-02-06 00:00:00,Short,$96564.1238,$98244.7078,0.028642,$-50.95,-1.84%,$5.63,8.0,Loss
346,HMA_WAE_21_8h,2025-02-06 08:00:00,2025-02-06 16:00:00,Short,$97284.4235,$96602.6272,0.028409,$16.63,0.60%,$5.49,8.0,Win
347,HMA_WAE_21_8h,2025-02-07 00:00:00,2025-02-07 08:00:00,Short,$96708.6715,$98333.1220,0.028559,$-49.20,-1.78%,$5.62,8.0,Loss
348,HMA_WAE_21_8h,2025-02-07 16:00:00,2025-02-08 00:00:00,Short,$96458.5466,$96258.0250,0.028613,$2.98,0.11%,$5.51,8.0,Win
349,HMA_WAE_21_8h,2025-02-08 08:00:00,2025-02-08 16:00:00,Short,$95795.8181,$96492.9624,0.028790,$-22.85,-0.83%,$5.56,8.0,Loss
350,HMA_WAE_21_8h,2025-02-09 00:00:00,2025-02-09 08:00:00,Short,$97009.3011,$96536.3941,0.028410,$10.69,0.39%,$5.49,8.0,Win
351,HMA_WAE_21_8h,2025-02-09 16:00:00,2025-02-10 00:00:00,Short,$96414.5186,$97478.5449,0.028566,$-33.18,-1.20%,$5.57,8.0,Loss
352,HMA_WAE_21_8h,2025-02-10 08:00:00,2025-02-10 16:00:00,Short,$97170.0807,$97479.5354,0.028324,$-11.53,-0.42%,$5.52,8.0,Loss
353,HMA_WAE_21_8h,2025-02-11 00:00:00,2025-02-11 08:00:00,Short,$98219.8355,$97056.0338,0.028001,$29.87,1.09%,$5.44,8.0,Win
354,HMA_WAE_21_8h,2025-02-11 16:00:00,2025-02-12 00:00:00,Short,$95730.3109,$96117.6148,0.028709,$-13.88,-0.50%,$5.52,8.0,Loss
355,HMA_WAE_21_8h,2025-02-12 08:00:00,2025-02-12 16:00:00,Short,$95768.2719,$97918.9250,0.028678,$-64.48,-2.35%,$5.62,8.0,Loss
356,HMA_WAE_21_8h,2025-02-13 00:00:00,2025-02-13 08:00:00,Short,$96022.1949,$96045.9990,0.028582,$-3.43,-0.12%,$5.49,8.0,Loss
357,HMA_WAE_21_8h,2025-02-13 16:00:00,2025-02-14 00:00:00,Short,$96559.8359,$96992.5620,0.028403,$-15.05,-0.55%,$5.51,8.0,Loss
358,HMA_WAE_21_8h,2025-02-14 08:00:00,2025-02-14 16:00:00,Short,$96875.9278,$97549.2302,0.028290,$-21.81,-0.80%,$5.52,8.0,Loss
359,HMA_WAE_21_8h,2025-02-15 00:00:00,2025-02-15 08:00:00,Short,$97297.5869,$97682.0366,0.028148,$-13.57,-0.50%,$5.50,8.0,Loss
360,HMA_WAE_21_8h,2025-02-15 16:00:00,2025-02-16 00:00:00,Short,$97520.8752,$97297.6045,0.028064,$3.54,0.13%,$5.46,8.0,Win
361,HMA_WAE_21_8h,2025-02-16 08:00:00,2025-02-16 16:00:00,Short,$96862.5545,$96166.1791,0.028235,$16.95,0.62%,$5.43,8.0,Win
362,HMA_WAE_21_8h,2025-02-17 00:00:00,2025-02-17 08:00:00,Short,$96020.1859,$95707.2897,0.028463,$6.18,0.23%,$5.45,8.0,Win
363,HMA_WAE_21_8h,2025-02-17 16:00:00,2025-02-18 00:00:00,Short,$95732.1100,$95504.6585,0.028528,$3.76,0.14%,$5.45,8.0,Win
364,HMA_WAE_21_8h,2025-02-18 08:00:00,2025-02-18 16:00:00,Short,$95498.7068,$95719.5759,0.028578,$-9.05,-0.33%,$5.47,8.0,Loss
365,HMA_WAE_21_8h,2025-02-19 00:00:00,2025-02-19 08:00:00,Short,$95639.8661,$95991.7119,0.028516,$-12.77,-0.47%,$5.47,8.0,Loss
366,HMA_WAE_21_8h,2025-02-19 16:00:00,2025-02-20 00:00:00,Short,$96596.0478,$96916.3540,0.028214,$-11.77,-0.43%,$5.47,8.0,Loss
367,HMA_WAE_21_8h,2025-02-20 08:00:00,2025-02-20 16:00:00,Short,$96855.3181,$98354.1525,0.028119,$-44.91,-1.65%,$5.53,8.0,Loss
368,HMA_WAE_21_8h,2025-02-21 00:00:00,2025-02-21 08:00:00,Short,$98130.6701,$98153.0920,0.027734,$-3.34,-0.12%,$5.44,8.0,Loss
369,HMA_WAE_21_8h,2025-02-21 16:00:00,2025-02-22 00:00:00,Short,$96133.8890,$96336.2340,0.028290,$-8.45,-0.31%,$5.45,8.0,Loss
370,HMA_WAE_21_8h,2025-02-22 08:00:00,2025-02-22 16:00:00,Short,$96543.7040,$96599.2855,0.028150,$-4.28,-0.16%,$5.44,8.0,Loss
371,HMA_WAE_21_8h,2025-02-23 00:00:00,2025-02-23 08:00:00,Short,$96460.5956,$95483.8981,0.028154,$24.81,0.91%,$5.38,8.0,Win
372,HMA_WAE_21_8h,2025-02-23 16:00:00,2025-02-24 00:00:00,Short,$96209.8710,$95919.9560,0.028208,$5.47,0.20%,$5.41,8.0,Win
373,HMA_WAE_21_8h,2025-02-24 08:00:00,2025-02-24 16:00:00,Short,$94276.7880,$91598.6564,0.028766,$74.41,2.74%,$5.27,8.0,Win
374,HMA_WAE_21_8h,2025-02-25 00:00:00,2025-02-25 08:00:00,Short,$89275.3500,$87274.8756,0.030357,$58.08,2.14%,$5.30,8.0,Win
375,HMA_WAE_21_8h,2025-02-25 16:00:00,2025-02-26 00:00:00,Short,$88636.0598,$88764.3800,0.030555,$-6.63,-0.24%,$5.42,8.0,Loss
376,HMA_WAE_21_8h,2025-02-26 08:00:00,2025-02-26 16:00:00,Short,$87523.7462,$84292.2150,0.030922,$97.32,3.60%,$5.21,8.0,Win
377,HMA_WAE_21_8h,2025-02-27 00:00:00,2025-02-27 08:00:00,Short,$86228.8740,$85543.5904,0.031364,$18.81,0.70%,$5.37,8.0,Win
378,HMA_WAE_21_8h,2025-02-27 16:00:00,2025-02-28 00:00:00,Short,$84666.2257,$79244.1923,0.031921,$170.55,6.31%,$5.06,8.0,Win
379,HMA_WAE_21_8h,2025-02-28 08:00:00,2025-02-28 16:00:00,Short,$83963.0475,$84392.1150,0.032166,$-16.52,-0.61%,$5.43,8.0,Loss
380,HMA_WAE_21_8h,2025-03-01 00:00:00,2025-03-01 08:00:00,Short,$84697.7799,$84842.4000,0.031865,$-7.31,-0.27%,$5.41,8.0,Loss
381,HMA_WAE_21_8h,2025-03-01 16:00:00,2025-03-02 00:00:00,Short,$86021.4977,$86275.5362,0.031353,$-10.67,-0.40%,$5.41,8.0,Loss
382,HMA_WAE_21_8h,2025-03-02 08:00:00,2025-03-02 16:00:00,Short,$87384.2760,$94317.1350,0.030842,$-216.73,-8.04%,$5.82,8.0,Loss
383,HMA_WAE_21_8h,2025-03-03 00:00:00,2025-03-03 08:00:00,Short,$92317.3982,$90080.3877,0.029173,$62.63,2.33%,$5.26,8.0,Win
384,HMA_WAE_21_8h,2025-03-03 16:00:00,2025-03-04 00:00:00,Short,$86177.4997,$83227.9932,0.031230,$89.51,3.33%,$5.20,8.0,Win
385,HMA_WAE_21_8h,2025-03-04 08:00:00,2025-03-04 16:00:00,Short,$82943.5675,$87325.6210,0.032425,$-144.92,-5.39%,$5.66,8.0,Loss
386,HMA_WAE_21_8h,2025-03-05 00:00:00,2025-03-05 08:00:00,Short,$87575.6803,$88388.4221,0.030688,$-27.65,-1.03%,$5.42,8.0,Loss
387,HMA_WAE_21_8h,2025-03-05 16:00:00,2025-03-06 00:00:00,Long,$90651.3130,$91300.8068,0.029626,$16.54,0.62%,$5.41,8.0,Win
388,HMA_WAE_21_8h,2025-03-06 08:00:00,2025-03-06 16:00:00,Short,$90775.2797,$89976.8559,0.029713,$21.05,0.78%,$5.35,8.0,Win
389,HMA_WAE_21_8h,2025-03-07 00:00:00,2025-03-07 08:00:00,Short,$88320.9974,$88502.2190,0.030517,$-8.23,-0.31%,$5.40,8.0,Loss
390,HMA_WAE_21_8h,2025-03-07 16:00:00,2025-03-08 00:00:00,Short,$86758.3491,$86240.2386,0.031045,$13.41,0.50%,$5.35,8.0,Win
391,HMA_WAE_21_8h,2025-03-08 08:00:00,2025-03-08 16:00:00,Short,$86356.8000,$86265.5612,0.031168,$0.16,0.01%,$5.38,8.0,Win
392,HMA_WAE_21_8h,2025-03-09 00:00:00,2025-03-09 08:00:00,Short,$85961.6077,$83121.9502,0.031289,$86.25,3.21%,$5.20,8.0,Win
393,HMA_WAE_21_8h,2025-03-09 16:00:00,2025-03-10 00:00:00,Short,$80694.0028,$82359.9294,0.033309,$-58.23,-2.17%,$5.49,8.0,Loss
394,HMA_WAE_21_8h,2025-03-10 08:00:00,2025-03-10 16:00:00,Short,$80003.8281,$78635.1579,0.033572,$43.31,1.61%,$5.28,8.0,Win
395,HMA_WAE_21_8h,2025-03-11 00:00:00,2025-03-11 08:00:00,Short,$80384.7375,$81272.8561,0.033390,$-32.37,-1.21%,$5.43,8.0,Loss
396,HMA_WAE_21_8h,2025-03-11 16:00:00,2025-03-12 00:00:00,Short,$82891.5235,$82489.0139,0.032358,$10.36,0.39%,$5.34,8.0,Win
397,HMA_WAE_21_8h,2025-03-12 08:00:00,2025-03-12 16:00:00,Short,$81698.1005,$83721.9601,0.032807,$-69.14,-2.58%,$5.49,8.0,Loss
398,HMA_WAE_21_8h,2025-03-13 00:00:00,2025-03-13 08:00:00,Short,$83110.4140,$81085.2424,0.032227,$62.65,2.34%,$5.23,8.0,Win
399,HMA_WAE_21_8h,2025-03-13 16:00:00,2025-03-14 00:00:00,Short,$81075.2221,$82211.9354,0.033013,$-40.24,-1.50%,$5.43,8.0,Loss
400,HMA_WAE_21_8h,2025-03-14 08:00:00,2025-03-14 16:00:00,Short,$84682.2177,$84025.1916,0.031585,$18.10,0.68%,$5.31,8.0,Win
401,HMA_WAE_21_8h,2025-03-15 00:00:00,2025-03-15 08:00:00,Short,$83785.3963,$84388.1930,0.031901,$-21.92,-0.82%,$5.38,8.0,Loss
402,HMA_WAE_21_8h,2025-03-15 16:00:00,2025-03-16 00:00:00,Short,$84296.2708,$84316.0970,0.031685,$-3.30,-0.12%,$5.34,8.0,Loss
403,HMA_WAE_21_8h,2025-03-16 08:00:00,2025-03-16 16:00:00,Short,$83279.1696,$82615.8173,0.032049,$18.61,0.70%,$5.30,8.0,Win
404,HMA_WAE_21_8h,2025-03-17 00:00:00,2025-03-17 08:00:00,Short,$83526.0861,$83572.8255,0.031932,$-4.16,-0.16%,$5.34,8.0,Loss
405,HMA_WAE_21_8h,2025-03-17 16:00:00,2025-03-18 00:00:00,Short,$83968.0250,$83205.3919,0.031742,$21.57,0.81%,$5.28,8.0,Win
406,HMA_WAE_21_8h,2025-03-18 08:00:00,2025-03-18 16:00:00,Short,$81569.4049,$82756.3875,0.032653,$-41.46,-1.56%,$5.40,8.0,Loss
407,HMA_WAE_21_8h,2025-03-19 00:00:00,2025-03-19 08:00:00,Short,$83148.4050,$84775.4165,0.032010,$-54.79,-2.06%,$5.43,8.0,Loss
408,HMA_WAE_21_8h,2025-03-19 16:00:00,2025-03-20 00:00:00,Short,$86802.5170,$85859.2982,0.030641,$26.27,0.99%,$5.26,8.0,Win
409,HMA_WAE_21_8h,2025-03-20 08:00:00,2025-03-20 16:00:00,Short,$84649.4141,$84265.5017,0.031398,$9.41,0.35%,$5.29,8.0,Win
410,HMA_WAE_21_8h,2025-03-21 00:00:00,2025-03-21 16:00:00,Short,$83896.0110,$84130.8344,0.031658,$-10.10,-0.38%,$5.33,16.0,Loss
411,HMA_WAE_21_8h,2025-03-22 00:00:00,2025-03-22 08:00:00,Short,$84232.5826,$84151.1445,0.031510,$-0.09,-0.00%,$5.30,8.0,Loss
412,HMA_WAE_21_8h,2025-03-22 16:00:00,2025-03-23 00:00:00,Short,$83798.6697,$84321.9599,0.031651,$-19.23,-0.73%,$5.34,8.0,Loss
413,HMA_WAE_21_8h,2025-03-23 08:00:00,2025-03-23 16:00:00,Short,$85146.8153,$86125.5412,0.031128,$-33.15,-1.25%,$5.36,8.0,Loss
414,HMA_WAE_21_8h,2025-03-24 00:00:00,2025-03-24 08:00:00,Short,$86831.0827,$88394.1850,0.030502,$-50.37,-1.90%,$5.39,8.0,Loss
415,HMA_WAE_21_8h,2025-03-24 16:00:00,2025-03-25 00:00:00,Short,$87454.4109,$86480.0384,0.030264,$26.87,1.02%,$5.23,8.0,Win
416,HMA_WAE_21_8h,2025-03-25 08:00:00,2025-03-25 16:00:00,Short,$87730.4828,$87436.5664,0.030147,$6.22,0.24%,$5.27,8.0,Win
417,HMA_WAE_21_8h,2025-03-26 00:00:00,2025-03-26 08:00:00,Short,$88096.3798,$86795.8963,0.030001,$36.41,1.38%,$5.21,8.0,Win
418,HMA_WAE_21_8h,2025-03-26 16:00:00,2025-03-27 00:00:00,Short,$86865.7154,$87443.6900,0.030405,$-20.23,-0.77%,$5.32,8.0,Loss
419,HMA_WAE_21_8h,2025-03-27 08:00:00,2025-03-27 16:00:00,Short,$86930.5830,$87275.6260,0.030361,$-13.13,-0.50%,$5.30,8.0,Loss
420,HMA_WAE_21_8h,2025-03-28 00:00:00,2025-03-28 08:00:00,Short,$85170.3835,$84093.1856,0.030967,$30.75,1.17%,$5.21,8.0,Win
421,HMA_WAE_21_8h,2025-03-28 16:00:00,2025-03-29 00:00:00,Short,$84382.1678,$83773.6859,0.031234,$16.39,0.62%,$5.23,8.0,Win
422,HMA_WAE_21_8h,2025-03-29 08:00:00,2025-03-29 16:00:00,Short,$82373.0229,$82689.8643,0.031974,$-12.77,-0.49%,$5.29,8.0,Loss
